model,ram_gb,storage_gb,color,battery_health_pct,price_egp,warranty
iPhone 15,6,512,Yellow,99,44200,Unknown
iPhone 5,1,16,Black,90,5000,Yes
iPhone 6,1,64,Gold,78,1500,Unknown
iPhone 16e,8,256,Black,70,34100,Unknown
iPhone 8,2,128,Red,75,1500,No
iPhone 6 Plus,1,128,Space Gray,86,4100,Unknown
iPhone 15 Plus,6,256,Blue,77,40500,No
iPhone 6 Plus,1,128,Silver,86,3400,No
iPhone 12,4,128,Blue,94,15200,No
iPhone 16 Plus,8,512,Ultramarine,85,53500,No
iPhone 11 Pro Max,4,256,Gold,90,19200,Unknown
iPhone 16e,8,256,Black,81,36400,No
iPhone 15,6,128,Blue,78,27000,No
iPhone 5,1,32,Black,80,2000,No
iPhone 13 Pro Max,6,256,Alpine Green,83,35900,No
iPhone 17,8,512,Black,73,58000,No
iPhone 15 Pro Max,8,512,Blue Titanium,84,59200,Unknown
iPhone 11 Pro Max,4,256,Space Gray,80,17900,Unknown
iPhone X,3,64,Silver,83,7500,No
iPhone 17 Pro Max,12,1024,Deep Blue,89,94600,No
iPhone 6,1,64,Gold,82,1900,No
iPhone 14,6,128,Purple,92,34300,No
iPhone 16 Plus,8,512,Ultramarine,78,55300,Unknown
iPhone 12,4,128,Blue,87,11100,No
iPhone 11 Pro Max,4,256,Space Gray,91,23400,No
iPhone 17 Pro,12,512,Cosmic Orange,84,77900,Yes
iPhone 14 Pro Max,6,128,Space Black,84,42700,No
iPhone 6,1,64,Gold,73,1500,No
iPhone X,3,64,Silver,97,8000,No
iPhone 14 Pro Max,6,256,Silver,82,44400,Yes
iPhone 13,4,128,Starlight,91,24300,No
iPhone 13 mini,4,512,Green,84,28000,Yes
iPhone 6,1,64,Space Gray,100,4900,No
iPhone 6s,2,16,Silver,100,6500,No
iPhone XS Max,4,64,Silver,79,6400,No
iPhone 6s Plus,2,32,Space Gray,96,7800,Yes
iPhone 15 Pro Max,8,256,Black Titanium,83,54300,No
iPhone 7,2,128,Black,92,3400,Unknown
iPhone Air,12,512,Space Black,91,63300,Unknown
iPhone 16e,8,128,White,78,35200,No
iPhone 7 Plus,3,32,Gold,79,3400,Yes
iPhone 11,4,64,Purple,73,4500,No
iPhone XR,3,64,Yellow,88,9900,No
iPhone 16e,8,128,White,84,38100,Yes
iPhone 6,1,32,Gold,92,2200,No
iPhone 13 Pro,6,128,Alpine Green,96,23700,Unknown
iPhone 16 Plus,8,256,Black,79,46500,No
iPhone 14 Pro,6,512,Silver,85,41300,Unknown
iPhone 5s,1,16,Space Gray,72,1500,No
iPhone 16 Pro Max,8,512,Natural Titanium,87,70400,Unknown
iPhone 17,8,512,Sage,80,63200,Unknown
iPhone 6s,2,64,Rose Gold,82,3800,No
iPhone SE (2nd gen),3,128,Red,90,9600,No
iPhone 7,2,256,Silver,87,10000,Unknown
iPhone 14 Pro,6,128,Gold,72,29900,Yes
iPhone 7,2,256,Red,84,9200,Yes
iPhone 17 Pro,12,1024,Cosmic Orange,80,75700,Yes
iPhone 15,6,128,Black,96,38600,No
iPhone 14 Pro,6,128,Gold,84,31400,No
iPhone 13 Pro,6,1024,Graphite,92,45700,No
iPhone X,3,64,Silver,87,7200,No
iPhone 16,8,512,Black,81,47000,No
iPhone 15 Pro Max,8,256,Blue Titanium,89,53700,Yes
iPhone 16 Pro Max,8,512,Natural Titanium,73,67100,Yes
iPhone 15 Plus,6,128,Blue,94,39800,No
iPhone 16 Pro,8,1024,Desert Titanium,94,65700,No
iPhone 11,4,128,Green,88,15100,No
iPhone 16e,8,128,Black,89,36500,Unknown
iPhone 14 Plus,6,256,Purple,79,30800,Unknown
iPhone Air,12,512,Cloud White,91,58200,Yes
iPhone 15 Pro Max,8,512,White Titanium,87,56500,No
iPhone 5s,1,64,Gold,88,4500,No
iPhone 14,6,512,Starlight,97,37300,No
iPhone XS,4,256,Silver,92,15300,Yes
iPhone 5,1,64,White,78,1500,No
iPhone 11,4,128,Black,83,15200,Unknown
iPhone 12,4,64,Black,78,10000,No
iPhone 5s,1,32,Gold,88,2800,No
iPhone XR,3,64,White,79,4300,Unknown
iPhone 13,4,128,Starlight,96,23800,No
iPhone 15,6,512,Pink,97,44200,Yes
iPhone 6 Plus,1,128,Silver,83,4300,No
iPhone 13 Pro Max,6,256,Alpine Green,82,38700,No
iPhone 7 Plus,3,32,Jet Black,83,5400,Yes
iPhone 12 Pro,6,128,Graphite,76,16500,No
iPhone 16e,8,128,Black,92,36300,No
iPhone 17 Pro,12,256,Deep Blue,71,65300,No
iPhone 16,8,512,Black,73,50100,Unknown
iPhone 12 Pro,6,128,Silver,92,21000,No
iPhone XS Max,4,256,Silver,88,15500,No
iPhone 16 Plus,8,512,Ultramarine,89,57000,No
iPhone XR,3,64,Yellow,89,9400,No
iPhone 16,8,512,Teal,79,51400,No
iPhone 16 Pro,8,512,Desert Titanium,90,61000,No
iPhone 12 Pro Max,6,512,Gold,79,31000,Yes
iPhone 14 Pro,6,128,Gold,72,27700,Unknown
iPhone 17,8,256,Sage,84,58300,No
iPhone 17,8,256,White,70,54000,No
iPhone 11,4,128,Green,85,15000,Yes
iPhone 17e,8,256,White,89,47400,No
iPhone 17 Pro,12,1024,Cosmic Orange,85,82700,No
iPhone 16,8,256,Pink,88,44300,Yes
iPhone XR,3,64,Coral,87,7500,Yes
iPhone 15,6,128,Green,93,33000,Yes
iPhone 6 Plus,1,128,Space Gray,73,3800,Yes
iPhone 15,6,512,Pink,91,42900,No
iPhone 12 mini,4,256,Red,97,20000,Yes
iPhone 12 Pro,6,256,Graphite,70,21600,No
iPhone 5c,1,16,Green,82,1500,Unknown
iPhone 15 Pro Max,8,256,Blue Titanium,78,49500,No
iPhone SE (2nd gen),3,256,White,91,13000,No
iPhone 15,6,128,Yellow,99,33500,No
iPhone 15 Pro Max,8,1024,Blue Titanium,92,65200,No
iPhone 14,6,128,Starlight,83,35000,Unknown
iPhone 14,6,512,Starlight,89,34200,No
iPhone 7,2,256,Red,78,9100,Yes
iPhone 17 Pro,12,256,Deep Blue,90,65900,Unknown
iPhone 11 Pro Max,4,64,Midnight Green,84,12700,Yes
iPhone 17 Pro Max,12,1024,Deep Blue,89,93400,No
iPhone 15 Pro Max,8,512,White Titanium,82,57200,No
iPhone 6s Plus,2,32,Space Gray,98,5400,No
iPhone 16 Pro Max,8,1024,Black Titanium,98,82600,No
iPhone 7,2,32,Silver,84,2300,No
iPhone 17,8,256,Lavender,87,57700,Unknown
iPhone 15,6,128,Blue,98,29400,Unknown
iPhone 16 Pro Max,8,512,Natural Titanium,91,68800,Yes
iPhone SE (2nd gen),3,128,White,89,7400,No
iPhone 12 mini,4,256,Blue,82,14000,Unknown
iPhone 7,2,256,Red,89,7200,Unknown
iPhone 6s,2,32,Rose Gold,80,2000,Yes
iPhone 16,8,128,Black,100,43500,No
iPhone 14 Pro Max,6,512,Space Black,84,50700,Unknown
iPhone 13 mini,4,512,Green,83,26400,No
iPhone 16 Plus,8,256,Pink,94,54000,No
iPhone XS,4,256,Silver,89,12500,Unknown
iPhone 12 mini,4,128,Blue,92,13100,No
iPhone 17e,8,256,White,93,47800,Yes
iPhone 6s Plus,2,64,Space Gray,71,1500,No
iPhone 12 Pro,6,256,Graphite,77,21000,No
iPhone 14 Pro Max,6,256,Deep Purple,79,41400,Unknown
iPhone XR,3,64,Coral,87,9200,Yes
iPhone 17e,8,512,White,86,53300,Yes
iPhone 5s,1,64,Gold,83,5600,No
iPhone 12,4,128,Blue,87,12700,No
iPhone 11 Pro,4,256,Gold,91,18600,Yes
iPhone XS Max,4,64,Silver,80,7200,Yes
iPhone 13,4,512,Midnight,82,36200,Yes
iPhone 7 Plus,3,128,Silver,80,1500,No
iPhone XS Max,4,256,Silver,86,14800,No
iPhone 13 mini,4,512,Green,78,26900,No
iPhone 11 Pro,4,64,Midnight Green,92,13700,Yes
iPhone SE (2nd gen),3,128,Black,90,9900,No
iPhone XS,4,256,Silver,86,11700,Unknown
iPhone 16e,8,128,Black,78,37400,No
iPhone 14,6,128,Midnight,92,26600,No
iPhone 11 Pro,4,64,Silver,93,12700,Yes
iPhone 13,4,256,Midnight,77,27000,No
iPhone 15 Pro Max,8,256,Blue Titanium,85,50800,Unknown
iPhone 16 Pro Max,8,1024,White Titanium,92,71800,No
iPhone 14 Plus,6,512,Midnight,88,37700,No
iPhone 5c,1,8,Green,89,2100,No
iPhone XS,4,256,Gold,83,14400,No
iPhone 16 Plus,8,256,Black,78,44900,No
iPhone 13 Pro,6,1024,Graphite,90,47800,Yes
iPhone 12 Pro,6,256,Silver,100,23900,No
iPhone 16 Plus,8,256,Black,77,50000,Yes
iPhone 17e,8,256,Black,81,40600,Yes
iPhone 5,1,64,White,94,3100,Unknown
iPhone 15 Pro,8,512,Natural Titanium,85,54700,Yes
iPhone 13,4,256,Midnight,85,26200,Unknown
iPhone 15 Plus,6,256,Blue,84,41700,No
iPhone 12 Pro Max,6,512,Gold,83,32600,No
iPhone X,3,64,Silver,77,8300,No
iPhone 13 mini,4,512,Green,91,28300,Yes
iPhone 11 Pro Max,4,256,Space Gray,89,23000,No
iPhone 11,4,128,White,90,13500,No
iPhone 7 Plus,3,32,Gold,70,3400,Yes
iPhone 5,1,32,Black,86,4100,Yes
iPhone 16 Pro,8,512,Black Titanium,84,63600,Yes
iPhone XS,4,64,Space Gray,97,9200,No
iPhone 16 Pro Max,8,256,Natural Titanium,70,59500,No
iPhone 15 Pro,8,256,Blue Titanium,94,51600,Yes
iPhone 5,1,64,White,79,1500,No
iPhone 13,4,128,Midnight,85,24800,Yes
iPhone 16,8,512,Pink,87,49400,No
iPhone XS,4,64,Space Gray,91,8300,Yes
iPhone 16 Plus,8,512,Teal,93,51700,No
iPhone 16 Pro Max,8,256,Natural Titanium,89,64700,No
iPhone 15,6,128,Black,90,32700,No
iPhone XS,4,256,Silver,76,10400,No
iPhone 17 Pro Max,12,256,Cosmic Orange,70,75200,Unknown
iPhone 7,2,128,Jet Black,84,6700,No
iPhone 15 Pro,8,128,Black Titanium,79,41900,No
iPhone 14,6,512,Midnight,95,34500,Unknown
iPhone 11 Pro,4,256,Gold,86,17600,No
iPhone 7 Plus,3,256,Red,71,6800,No
iPhone 14 Plus,6,128,Midnight,100,31800,Unknown
iPhone 16 Pro,8,256,Desert Titanium,79,54600,No
iPhone 17 Pro Max,12,1024,Cosmic Orange,80,91200,No
iPhone 5s,1,32,Gold,76,1900,Yes
iPhone 12 Pro,6,512,Graphite,71,27300,Unknown
iPhone 5,1,32,Black,84,1600,No
iPhone 7,2,256,Silver,85,11000,Unknown
iPhone 8 Plus,3,128,Silver,90,6300,Unknown
iPhone 5,1,16,Black,95,5500,No
iPhone 16,8,256,Pink,96,42700,No
iPhone 14,6,128,Blue,76,21500,Yes
iPhone 12,4,64,Black,76,8700,No
iPhone X,3,64,Silver,86,8100,Unknown
iPhone 6 Plus,1,16,Gold,76,1700,Yes
iPhone 17 Pro Max,12,512,Deep Blue,86,80300,Unknown
iPhone 11 Pro,4,256,Gold,86,17300,Yes
iPhone 17e,8,512,White,94,51300,Yes
iPhone 14 Pro,6,128,Gold,87,30400,No
iPhone 7,2,32,Gold,92,7200,No
iPhone 12 Pro Max,6,128,Silver,70,22600,No
iPhone XR,3,64,Blue,80,7400,Yes
iPhone SE (2nd gen),3,64,Black,78,2500,No
iPhone 15 Pro Max,8,256,Blue Titanium,99,54300,Yes
iPhone 15 Pro,8,1024,White Titanium,95,59000,No
iPhone 6s Plus,2,64,Space Gray,92,3100,Unknown
iPhone 17 Pro,12,1024,Cosmic Orange,75,80200,No
iPhone 13 Pro,6,128,Sierra Blue,88,24100,No
iPhone 15 Plus,6,256,Black,90,44800,Unknown
iPhone 5,1,32,Black,83,1500,No
iPhone 11 Pro Max,4,512,Silver,95,28800,No
iPhone 15,6,128,Yellow,91,35700,No
iPhone 15 Pro Max,8,256,Blue Titanium,100,59400,Yes
iPhone XS,4,256,Silver,81,12600,Unknown
iPhone 7 Plus,3,32,Gold,81,5400,No
iPhone 15 Pro,8,128,White Titanium,73,43300,No
iPhone 14 Pro Max,6,1024,Gold,84,54000,No
iPhone 15 Pro Max,8,512,White Titanium,74,55900,Unknown
iPhone 14 Plus,6,128,Starlight,75,25600,No
iPhone 11,4,128,Black,95,16900,No
iPhone 16 Pro,8,512,White Titanium,100,64300,Unknown
iPhone 17,8,512,Black,73,61900,No
iPhone SE (2nd gen),3,256,White,87,12200,No
iPhone 7 Plus,3,128,Silver,79,2200,No
iPhone XS Max,4,64,Space Gray,88,13400,Yes
iPhone 15 Pro Max,8,256,Blue Titanium,97,58700,Unknown
iPhone 12,4,128,Blue,86,12200,No
iPhone 6 Plus,1,16,Gold,100,8900,Yes
iPhone 8,2,64,Space Gray,88,3400,No
iPhone 14 Plus,6,512,Blue,72,35100,No
iPhone XS Max,4,256,Silver,87,17300,Yes
iPhone 12 Pro Max,6,512,Gold,79,30800,No
iPhone 15 Pro,8,256,White Titanium,84,49700,Unknown
iPhone 17,8,512,Black,73,61000,No
iPhone 6,1,32,Silver,97,4500,Unknown
iPhone 6 Plus,1,128,Silver,88,2700,No
iPhone 11,4,128,White,94,14000,Unknown
iPhone 15 Pro,8,1024,White Titanium,92,61000,No
iPhone Air,12,1024,Cloud White,76,66000,Yes
iPhone SE (2nd gen),3,128,White,89,7600,Unknown
iPhone 15,6,512,Pink,100,42500,Unknown
iPhone 17e,8,256,Black,72,42300,Yes
iPhone 14 Plus,6,512,Starlight,96,40100,Unknown
iPhone 16 Plus,8,128,Pink,74,46100,Yes
iPhone 17,8,512,Black,92,65100,No
iPhone 16,8,512,Pink,79,48400,Unknown
iPhone 13 mini,4,512,Green,82,28600,No
iPhone 8,2,256,Space Gray,97,11700,Unknown
iPhone Air,12,256,Light Gold,89,56400,No
iPhone 16,8,512,Black,72,48100,No
iPhone 16 Pro Max,8,1024,Black Titanium,100,83700,No
iPhone 6 Plus,1,128,Silver,82,5100,No
iPhone 13 Pro,6,512,Graphite,96,34300,No
iPhone 12,4,64,White,74,11300,Unknown
iPhone 16 Pro,8,512,Desert Titanium,95,60300,No
iPhone 12,4,256,Black,76,13700,Yes
iPhone 6 Plus,1,128,Silver,86,3600,Yes
iPhone X,3,64,Space Gray,77,3500,Unknown
iPhone 11,4,64,Green,93,14500,No
iPhone 12 Pro Max,6,512,Graphite,83,34000,Yes
iPhone SE (2nd gen),3,128,White,85,7500,Unknown
iPhone 13 mini,4,512,Red,89,28700,Yes
iPhone 16e,8,256,Black,77,36000,No
iPhone 17 Pro,12,256,Deep Blue,85,66200,No
iPhone 12 mini,4,256,Red,84,19000,No
iPhone 13 Pro,6,256,Sierra Blue,84,29200,No
iPhone 15 Plus,6,128,Yellow,92,43100,Unknown
iPhone 15 Pro Max,8,1024,White Titanium,93,70000,Yes
iPhone 15 Pro,8,128,Black Titanium,70,45300,No
iPhone 14 Pro Max,6,128,Gold,90,40500,No
iPhone 14 Pro Max,6,1024,Silver,100,59100,No
iPhone 15,6,128,Yellow,93,33200,No
iPhone XR,3,64,Coral,92,6600,Unknown
iPhone 8,2,256,Space Gray,95,15300,No
iPhone 7 Plus,3,256,Gold,82,6700,No
iPhone 12 Pro,6,128,Gold,95,19200,No
iPhone 15 Plus,6,128,Yellow,83,40000,Unknown
iPhone 11 Pro Max,4,512,Silver,100,32000,Yes
iPhone 15,6,128,Black,96,39800,No
iPhone 14,6,512,Midnight,96,35000,No
iPhone 11 Pro,4,256,Gold,92,16100,No
iPhone 7,2,256,Red,85,8500,Unknown
iPhone 14 Plus,6,512,Blue,81,37400,No
iPhone 16e,8,256,White,86,38500,No
iPhone 14 Pro Max,6,256,Deep Purple,73,42600,No
iPhone 14 Pro Max,6,1024,Silver,100,58200,No
iPhone XS Max,4,256,Silver,95,18200,No
iPhone 15,6,512,Pink,96,45000,Unknown
iPhone 14 Pro,6,1024,Deep Purple,83,51500,No
iPhone 12,4,64,Black,86,10800,Unknown
iPhone 8 Plus,3,128,Gold,86,6600,Unknown
iPhone 12 Pro,6,128,Graphite,75,17100,No
iPhone 14,6,512,Midnight,100,39100,Yes
iPhone 11,4,128,Green,80,14700,Unknown
iPhone 15,6,128,Green,86,31800,No
iPhone 13 mini,4,512,Red,87,29900,No
iPhone 16 Plus,8,512,Ultramarine,86,57500,No
iPhone XR,3,64,Coral,97,10300,No
iPhone 5,1,16,Black,91,5000,Yes
iPhone 13 Pro,6,512,Sierra Blue,100,37500,No
iPhone XS,4,256,Silver,87,10900,Yes
iPhone 15 Pro Max,8,256,White Titanium,79,49600,No
iPhone 12 Pro Max,6,128,Gold,85,21600,No
iPhone 14 Pro Max,6,256,Deep Purple,74,39100,No
iPhone 12 mini,4,64,Blue,96,11300,No
iPhone 11,4,256,Green,94,22100,No
iPhone 15,6,128,Black,95,36500,No
iPhone 5s,1,16,Gold,100,6200,Unknown
iPhone 12 mini,4,128,Blue,97,14000,No
iPhone 11 Pro Max,4,256,Space Gray,95,25100,No
iPhone 13 Pro,6,256,Sierra Blue,85,29700,No
iPhone 16,8,128,White,86,43000,Unknown
iPhone 5,1,32,Black,78,2500,No
iPhone 12 Pro Max,6,256,Graphite,75,24600,No
iPhone 13,4,128,Starlight,82,25000,Unknown
iPhone 13 mini,4,512,Red,97,29400,No
iPhone 5,1,32,White,97,6000,No
iPhone 12 mini,4,128,Red,95,14000,No
iPhone 11,4,256,Black,76,13300,No
iPhone 16 Pro Max,8,512,Natural Titanium,83,63200,Yes
iPhone 11 Pro Max,4,256,Gold,97,20400,Unknown
iPhone 17 Pro Max,12,256,Cosmic Orange,84,76400,Yes
iPhone 12 mini,4,64,Black,73,7400,Yes
iPhone 13 mini,4,128,Red,83,14600,No
iPhone 6s,2,16,Silver,95,4900,No
iPhone 14 Plus,6,512,Midnight,92,42000,Yes
iPhone 6s Plus,2,16,Silver,100,9300,No
iPhone 14 Pro Max,6,1024,Deep Purple,70,60000,No
iPhone 15 Plus,6,256,Green,85,45900,No
iPhone 12 Pro,6,512,Graphite,87,29400,No
iPhone 17 Pro Max,12,2048,Cosmic Orange,97,100900,Unknown
iPhone 5,1,16,Black,92,6100,No
iPhone 14 Pro Max,6,512,Space Black,87,48600,No
iPhone Air,12,1024,Sky Blue,93,63400,No
iPhone 11 Pro,4,256,Gold,97,20500,No
iPhone 13 Pro,6,256,Sierra Blue,86,29000,Unknown
iPhone 17e,8,512,White,85,52400,No
iPhone Air,12,256,Light Gold,80,47900,Yes
iPhone 8 Plus,3,64,Gold,84,3300,Yes
iPhone 17,8,512,Sage,84,61600,No
iPhone 16 Pro Max,8,1024,Black Titanium,92,80900,No
iPhone 6,1,32,Gold,87,4100,No
iPhone 17 Pro,12,1024,Cosmic Orange,83,83700,No
iPhone 17e,8,256,White,72,45300,Unknown
iPhone 17 Pro Max,12,512,Cosmic Orange,92,82100,No
iPhone XS Max,4,256,Silver,82,15400,No
iPhone 8,2,128,Red,78,1600,Yes
iPhone XS,4,256,Silver,89,12100,Yes
iPhone 14 Pro,6,512,Deep Purple,100,42800,No
iPhone 17 Pro,12,1024,Cosmic Orange,90,81800,Unknown
iPhone 7 Plus,3,128,Silver,70,1500,Unknown
iPhone 13 mini,4,256,Blue,77,22500,No
iPhone 16e,8,256,White,70,39100,Unknown
iPhone 6 Plus,1,128,Silver,88,2900,Unknown
iPhone 14 Plus,6,512,Purple,92,40600,Unknown
iPhone 15 Plus,6,256,Blue,81,42300,No
iPhone Air,12,512,Cloud White,89,60200,Yes
iPhone 16,8,256,Pink,84,44200,No
iPhone 17 Pro,12,1024,Cosmic Orange,79,89000,Yes
iPhone 6 Plus,1,16,Gold,82,1500,No
iPhone 17 Pro Max,12,512,Cosmic Orange,84,83200,No
iPhone 15 Pro Max,8,256,Blue Titanium,97,53600,No
iPhone 15,6,128,Yellow,94,34000,Unknown
iPhone 6s Plus,2,128,Space Gray,92,4700,Yes
iPhone 11 Pro,4,256,Gold,89,16100,No
iPhone 17 Pro,12,256,Deep Blue,74,66500,No
iPhone 8 Plus,3,64,Gold,88,6100,No
iPhone XS,4,64,Space Gray,84,5600,No
iPhone 17 Pro Max,12,256,Cosmic Orange,81,75500,No
iPhone 13 Pro Max,6,256,Graphite,75,37400,Yes
iPhone 5,1,32,Black,82,1800,Unknown
iPhone 8,2,128,Gold,92,5500,No
iPhone 12,4,64,White,86,11700,No
iPhone 11,4,128,Black,95,15200,No
iPhone 13 Pro Max,6,256,Alpine Green,78,34900,No
iPhone 17 Pro Max,12,1024,Deep Blue,86,92600,Unknown
iPhone 6,1,32,Gold,80,2100,No
iPhone 6 Plus,1,128,Silver,90,4200,No
iPhone 5s,1,64,Gold,84,1800,No
iPhone 17 Pro Max,12,512,Deep Blue,78,84700,No
iPhone 13 Pro,6,256,Sierra Blue,89,31100,No
iPhone 6s Plus,2,64,Space Gray,90,2200,Unknown
iPhone 16 Pro,8,512,White Titanium,94,61500,No
iPhone 15 Plus,6,128,Blue,85,39500,Unknown
iPhone 13 Pro Max,6,128,Graphite,75,29900,Yes
iPhone 16 Pro,8,1024,Black Titanium,88,69600,Yes
iPhone 17 Pro Max,12,512,Deep Blue,73,82600,Unknown
iPhone 11 Pro,4,256,Gold,91,18100,No
iPhone 17,8,512,Black,76,62200,No
iPhone 17e,8,256,White,99,50500,No
iPhone X,3,64,Space Gray,84,10000,Yes
iPhone 5,1,64,White,82,3400,Yes
iPhone 17 Pro,12,256,Silver,89,68300,Unknown
iPhone 5,1,32,Black,70,1500,Unknown
iPhone 11,4,128,White,85,12900,No
iPhone 11 Pro Max,4,64,Midnight Green,87,14300,Yes
iPhone XS Max,4,64,Gold,88,11300,No
iPhone 6s Plus,2,64,Rose Gold,82,3700,Yes
iPhone 11 Pro,4,256,Gold,86,14500,No
iPhone 7,2,32,Black,78,3100,Unknown
iPhone 12 Pro,6,128,Graphite,83,17600,No
iPhone 16,8,128,Black,94,42200,No
iPhone 6s,2,64,Rose Gold,88,4600,No
iPhone 13,4,128,Blue,89,18200,Yes
iPhone 7 Plus,3,256,Gold,71,6800,No
iPhone 13 Pro Max,6,256,Alpine Green,81,38300,No
iPhone 12 Pro Max,6,256,Graphite,83,25400,No
iPhone SE (2nd gen),3,128,White,91,10100,Unknown
iPhone 17 Pro,12,1024,Cosmic Orange,80,78700,Unknown
iPhone SE (2nd gen),3,128,White,89,8400,No
iPhone 13 mini,4,128,Green,82,13200,No
iPhone 8,2,128,Space Gray,82,4600,Yes
iPhone 13 Pro,6,256,Sierra Blue,87,30600,No
iPhone XR,3,64,Coral,93,8600,Unknown
iPhone 15 Pro,8,128,Black Titanium,72,42100,Yes
iPhone 16 Pro,8,1024,Black Titanium,85,68500,No
iPhone X,3,64,Silver,93,10900,Yes
iPhone 8,2,128,Gold,96,5100,No
iPhone 17 Pro Max,12,1024,Cosmic Orange,80,90600,Yes
iPhone 8,2,256,Space Gray,93,13200,No
iPhone 15,6,128,Black,95,38900,Unknown
iPhone 6,1,32,Silver,84,5600,No
iPhone 6s Plus,2,16,Gold,93,2100,No
iPhone 16,8,512,Black,82,49300,No
iPhone 8,2,128,Red,88,9100,Unknown
iPhone 14 Pro,6,512,Deep Purple,87,41200,No
iPhone 5s,1,32,Silver,81,2100,No
iPhone SE (2nd gen),3,128,White,88,9100,Unknown
iPhone 8,2,256,Space Gray,100,14100,Yes
iPhone 6s,2,16,Rose Gold,94,5600,No
iPhone 6,1,64,Silver,73,1500,No
iPhone Air,12,512,Space Black,82,56400,No
iPhone 6 Plus,1,16,Gold,89,6500,No
iPhone 6s Plus,2,64,Space Gray,85,2700,Unknown
iPhone XS,4,256,Space Gray,99,13900,No
iPhone 5s,1,32,Gold,77,1600,No
iPhone 17,8,512,Black,95,65200,Yes
iPhone Air,12,512,Space Black,80,57800,No
iPhone 11 Pro Max,4,256,Gold,95,19600,No
iPhone 15 Plus,6,128,Green,77,39000,Yes
iPhone Air,12,1024,Cloud White,100,68800,Unknown
iPhone 6s Plus,2,16,Silver,94,5400,Unknown
iPhone 5,1,32,White,95,7000,No
iPhone 5c,1,16,Pink,96,5300,Unknown
iPhone 16e,8,256,White,79,36500,No
iPhone 5c,1,16,Green,73,2900,Yes
iPhone 6s,2,16,Silver,92,4800,Yes
iPhone 12 Pro Max,6,128,Gold,87,23400,Yes
iPhone 12 mini,4,256,Red,91,19600,No
iPhone 13 mini,4,128,Red,86,16600,Yes
iPhone Air,12,256,Space Black,94,57100,Unknown
iPhone 6,1,16,Silver,87,5700,No
iPhone 17 Pro Max,12,1024,Deep Blue,77,93300,Unknown
iPhone 14 Pro Max,6,1024,Silver,90,55200,No
iPhone 7,2,256,Silver,84,10400,No
iPhone 13 Pro Max,6,256,Alpine Green,80,38500,Unknown
iPhone 12 mini,4,64,Black,85,8700,No
iPhone 17e,8,512,White,85,47800,No
iPhone 16,8,128,Pink,90,42000,Unknown
iPhone 13 Pro Max,6,256,Graphite,70,36200,No
iPhone 14 Pro Max,6,256,Silver,88,40100,No
iPhone 12,4,128,Black,89,12700,No
iPhone 13 mini,4,128,Blue,97,22000,Yes
iPhone 17 Pro,12,256,Deep Blue,87,70300,No
iPhone 13 Pro Max,6,256,Alpine Green,85,38000,No
iPhone 16 Plus,8,512,Ultramarine,85,52100,No
iPhone 8 Plus,3,64,Red,95,4700,No
iPhone 12 Pro,6,256,Graphite,81,22200,No
iPhone 17e,8,256,Black,82,41100,Yes
iPhone 11 Pro Max,4,256,Midnight Green,86,21700,Unknown
iPhone 11 Pro Max,4,256,Midnight Green,91,23900,No
iPhone 6s,2,64,Rose Gold,78,1500,No
iPhone 16,8,128,Pink,86,41400,No
iPhone 13,4,512,Midnight,74,30500,No
iPhone 6s,2,16,Silver,100,7200,Unknown
iPhone 16 Pro Max,8,512,Natural Titanium,82,64100,No
iPhone 15 Plus,6,256,Green,86,47000,No
iPhone 7 Plus,3,128,Silver,88,4000,No
iPhone 11 Pro,4,64,Silver,93,13000,Unknown
iPhone 17,8,512,Sage,88,62700,No
iPhone XS,4,256,Silver,82,12300,Unknown
iPhone 6s Plus,2,32,Space Gray,90,6300,No
iPhone 17 Pro Max,12,1024,Deep Blue,74,91100,No
iPhone 11 Pro Max,4,256,Midnight Green,91,24700,No
iPhone XR,3,64,White,80,7600,Unknown
iPhone 8 Plus,3,256,Space Gray,73,9100,Yes
iPhone 5c,1,32,Pink,93,4700,Unknown
iPhone 16 Pro,8,1024,Desert Titanium,92,64200,Unknown
iPhone 6s,2,64,Rose Gold,80,1500,Unknown
iPhone 16,8,256,White,86,46600,No
iPhone 17 Pro,12,1024,Cosmic Orange,74,78100,No
iPhone 14 Pro Max,6,1024,Deep Purple,79,58600,Unknown
iPhone 14 Pro Max,6,1024,Deep Purple,81,53800,No
iPhone Air,12,512,Space Black,86,54500,No
iPhone XR,3,64,Blue,84,6800,No
iPhone 11 Pro Max,4,256,Space Gray,92,22600,Unknown
iPhone 12 Pro Max,6,512,Gold,76,32600,Yes
iPhone 14 Plus,6,512,Midnight,82,39400,Yes
iPhone 7 Plus,3,128,Black,92,8800,No
iPhone 11 Pro Max,4,64,Space Gray,84,16300,No
iPhone 12 mini,4,256,Red,100,20900,Yes
iPhone 6,1,64,Space Gray,100,5100,No
iPhone 5c,1,32,Pink,100,5400,Yes
iPhone 14 Plus,6,256,Blue,70,32800,No
iPhone 15,6,512,Green,94,46700,Unknown
iPhone 6s,2,16,Silver,82,5100,Yes
iPhone 11 Pro Max,4,64,Midnight Green,89,17400,Unknown
iPhone 13 Pro,6,256,Sierra Blue,100,31100,Unknown
iPhone 6s,2,32,Rose Gold,84,1500,No
iPhone 14 Pro,6,1024,Deep Purple,77,45900,No
iPhone 7,2,128,Black,96,3600,No
iPhone 13 Pro Max,6,128,Graphite,96,34900,No
